GeneSymbol,MedianRank,N_Datasets,Up_Count,Down_Count,Direction,AllRanks
FBRS,0.5547133615264155,4,3,1,Up,"3.38,1.07,-0.70,0.04"
EIF4G1,0.554656041806765,4,3,1,Up,"0.32,0.79,-0.26,2.08"
SLC37A3,0.5546098761574524,2,1,1,Down,"-1.39,2.50"
DOCK7,0.5545834890855837,4,3,1,Up,"0.06,1.05,2.65,-1.61"
TSPAN6,0.55396993296616,4,2,2,Down,"-0.77,-0.03,3.37,1.14"
ZFP330,0.5534309924210413,3,3,0,Up,"0.55,0.05,2.12"
TCF21,0.5533753917552247,3,3,0,Up,"0.28,0.70,0.55"
TCEANC2,0.5532748954802263,4,2,2,Down,"-0.51,-0.11,4.08,1.22"
GPBP1,0.5531265554695051,4,3,1,Up,"0.30,0.81,-0.98,2.30"
TNNT3,0.5531199593134916,3,2,1,Up,"1.08,0.55,-0.19"
MGA,0.5525242966648265,4,2,2,Down,"1.12,-0.02,-0.81,2.61"
POLR1B,0.5524388806449751,3,2,1,Up,"0.55,-0.55,2.49"
ACTR3,0.552387044457614,2,1,1,Down,"-0.02,1.12"
CLK4,0.5513742310043426,4,2,2,Down,"3.43,2.00,-0.90,-1.84"
LOC686774,0.5511509757786233,2,1,1,Down,"4.40,-3.30"
ZYG11B,0.5509016041516654,4,2,2,Down,"-0.27,2.96,-4.28,1.37"
SGMS1,0.550888862038594,4,4,0,Up,"0.15,0.29,2.64,0.81"
MFAP3,0.5508830072638723,4,4,0,Up,"0.32,0.14,2.12,0.78"
ATP5F1E,0.5505128920725334,3,2,1,Up,"-2.80,0.55,1.16"
KLF10,0.5500778810592512,4,3,1,Up,"0.40,0.70,-6.40,3.07"
MEDAG,0.5499426099239719,4,3,1,Up,"0.71,0.39,-3.39,3.33"
FHAD1,0.5498063418869977,3,2,1,Up,"0.64,-0.72,0.55"
FGD5,0.5498038797347617,4,2,2,Down,"3.85,-0.55,1.65,-1.13"
SCYL2,0.5495087172790698,4,2,2,Down,"2.11,7.36,-3.06,-1.01"
MORC3,0.5484249896101983,4,3,1,Up,"0.90,0.68,0.41,-1.29"
SLC2A5,0.5484230285957891,4,2,2,Down,"-11.25,1.22,7.59,-0.13"
MSANTD1,0.5482595323242483,2,2,0,Up,"0.82,0.28"
KCNK18,0.5480237452522473,2,1,1,Down,"1.18,-0.09"
TTC21A,0.5473493170394197,2,2,0,Up,"0.40,0.69"
SLC12A2,0.5472293206562404,4,3,1,Up,"-0.21,0.28,1.17,0.81"
SMG6,0.5469588673630854,4,4,0,Up,"0.30,0.02,0.79,1.05"
NUPL2,0.5466820516134866,3,2,1,Up,"0.55,-0.85,0.66"
LOC102548459,0.5466340835595361,2,2,0,Up,"0.81,0.28"
DEPDC1B,0.5462634530054045,3,2,1,Up,"-0.25,3.85,0.55"
SLC35D1,0.5460327298122056,2,1,1,Down,"1.24,-0.15"
ZEB2,0.5457096542332398,5,3,2,Up,"1.69,3.65,-0.60,0.55,-2.69"
APEX1,0.5453304262917643,4,3,1,Up,"0.03,-8.47,2.65,1.06"
LEMD3,0.5451430058648711,4,2,2,Down,"-0.59,1.68,-1.59,2.86"
SETX,0.5449246361146542,4,3,1,Up,"0.51,0.58,2.20,-2.71"
RGD1562200,0.5444194691906734,2,2,0,Up,"0.49,0.60"
IL7,0.5443916299032707,3,3,0,Up,"0.54,0.27,0.65"
SSH3,0.5440045611581202,4,3,1,Up,"0.24,0.85,1.69,-1.36"
ITIH2,0.5438223788959335,4,3,1,Up,"0.68,0.41,2.93,-1.00"
WDR95,0.5437973669211114,3,3,0,Up,"8.14,0.06,0.54"
FAM217A,0.5436726159958691,3,2,1,Up,"0.61,-0.59,0.54"
CWF19L2,0.5434512369757718,4,4,0,Up,"0.14,0.34,0.75,2.06"
AK3,0.5433448275222436,4,2,2,Down,"-0.21,-1.68,3.49,1.30"
EPHA8,0.5431913958885234,4,3,1,Up,"-1.79,1.49,0.34,0.75"
PSMC6,0.5428798857078674,4,3,1,Up,"0.74,0.35,-2.26,2.27"
TBX18,0.5428582967437587,4,3,1,Up,"0.84,-0.28,5.06,0.25"
RGD1566368,0.5428516858433468,2,2,0,Up,"0.96,0.13"
BLZF1,0.5428192729483303,4,3,1,Up,"0.55,1.21,-0.54,0.54"
BICD2,0.5426260970304595,4,3,1,Up,"0.78,0.85,-1.97,0.30"
MRPL39,0.5425867966926465,4,3,1,Up,"0.27,-4.60,0.81,1.73"
CCT6A,0.5422182023292083,4,2,2,Down,"1.32,-0.24,-1.47,3.15"
POLG,0.5420580982500195,4,2,2,Down,"-0.26,-1.60,1.34,2.11"
VGLL4,0.5413627108209048,4,3,1,Up,"0.46,-3.40,5.04,0.62"
ARRDC1,0.5410475793264877,4,3,1,Up,"0.70,0.38,2.95,-0.04"
HDDC2,0.5409617011010891,4,2,2,Down,"-0.31,-1.56,1.39,2.60"
ATAD3A,0.5408162988048899,4,2,2,Down,"3.21,-1.27,-1.02,2.11"
IGSF5,0.5396044786411592,4,4,0,Up,"0.38,0.70,0.15,1.12"
FUZ,0.5393186585121994,2,2,0,Up,"0.33,0.75"
ZHX2,0.5392872174782685,3,2,1,Up,"0.54,1.13,-0.79"
CLCN1,0.5388753405272685,4,3,1,Up,"0.91,0.96,-0.60,0.17"
RAD9B,0.5376163111607596,4,3,1,Up,"1.04,-0.04,3.06,0.04"
RNPEPL1,0.5374740874174847,4,4,0,Up,"0.72,0.36,5.35,0.11"
NUCB2,0.5374136572769986,4,4,0,Up,"0.20,0.87,3.49,0.19"
RICTOR,0.5374128209082787,4,2,2,Down,"1.72,1.67,-0.59,-1.90"
TPO,0.537048825603104,4,3,1,Up,"0.91,0.45,-0.20,0.62"
OPHN1,0.5368856565465298,4,2,2,Down,"-0.04,1.12,1.24,-4.11"
GLDC /// LOC100911814,0.5368155231483216,2,1,1,Down,"-0.07,1.15"
TREX2,0.5367360175599019,3,2,1,Up,"-0.06,0.55,0.54"
MXD3,0.536649918533318,4,3,1,Up,"-1.96,0.82,2.38,0.25"
PTGDR /// PTGDRL,0.536640557027082,2,2,0,Up,"0.28,0.79"
MOB3C,0.5366020489490815,2,1,1,Down,"3.10,-2.03"
XPNPEP1,0.5364567495067367,4,2,2,Down,"-0.07,-1.28,1.14,4.10"
LOC102553942,0.5363459214137765,2,2,0,Up,"0.69,0.38"
BCAP31,0.5362826801075351,4,2,2,Down,"-0.22,-0.63,6.77,1.29"
BLOC1S1,0.5358287399162545,4,3,1,Up,"-1.28,0.44,2.47,0.63"
PLA2G4C,0.5351531471007562,2,2,0,Up,"0.56,0.51"
QRICH2,0.5350281051814185,3,2,1,Up,"-0.71,1.37,0.54"
MITD1,0.5349988807104431,4,3,1,Up,"0.55,-1.94,0.84,0.52"
DMP1,0.5342833682143129,4,3,1,Up,"-0.24,0.22,0.85,2.13"
NOP16,0.5342226905247748,3,2,1,Up,"-0.07,0.53,3.84"
LOC102550999,0.5332157328451386,2,1,1,Down,"-0.23,1.30"
AMMECR1,0.5329448871119136,2,1,1,Down,"3.35,-2.28"
CAMK1D,0.5323179865697437,2,1,1,Down,"-0.10,1.17"
IK,0.5319458019885227,4,3,1,Up,"0.11,-0.59,3.40,0.95"
CLDN3,0.5317889745970616,3,2,1,Up,"0.53,-1.02,0.65"
ELL /// LOC100911828,0.5316013299419111,2,2,0,Up,"0.39,0.68"
LOC102554700,0.5315606524802221,2,1,1,Down,"-0.91,1.97"
RXFP2,0.5312327184241228,2,1,1,Down,"1.06,-0.00"
PANX2,0.5310206635333188,2,1,1,Down,"-1.33,2.39"
SLC17A9,0.5309044609885321,2,1,1,Down,"1.77,-0.71"
ANGPTL3,0.5308178237633385,4,4,0,Up,"3.64,0.51,0.55,0.17"
FBXL3,0.5306301726346931,4,4,0,Up,"0.12,0.34,0.72,1.42"
KLHDC4,0.5302606325036194,2,1,1,Down,"4.14,-3.08"
FDX1,0.5300498534365079,4,4,0,Up,"0.14,0.16,0.90,2.85"
INSR,0.529964522094809,4,3,1,Up,"0.24,0.82,-0.27,1.43"
ARL5B,0.5296818899183462,2,1,1,Down,"-0.23,1.29"
GPR114,0.5287157128930745,2,1,1,Down,"1.07,-0.02"
CXCL9,0.5284021402589012,3,2,1,Up,"0.53,2.07,-0.76"
IDH1,0.5279001254034186,4,2,2,Down,"-1.31,2.37,4.71,-1.52"
ECD,0.5278204295863422,4,3,1,Up,"0.71,0.48,-0.68,0.58"
TNFAIP1,0.5271125293495036,4,3,1,Up,"0.39,-0.01,0.78,0.67"
NAA35,0.5270044017194162,4,3,1,Up,"0.28,0.95,0.78,-0.75"
ELOF1,0.5268402442427644,4,3,1,Up,"-2.14,0.05,1.00,1.04"
DDX46,0.526538643051245,4,2,2,Down,"-0.38,1.50,1.28,-0.23"
SAP30L,0.5263344930514161,4,3,1,Up,"-1.45,0.88,0.17,1.16"
TRIM36,0.5259536842282945,4,2,2,Down,"1.13,1.42,-0.08,-0.10"
PRKCH,0.525600603381541,4,3,1,Up,"0.38,-6.37,4.89,0.67"
RGD1307595,0.5251240719388264,2,2,0,Up,"0.20,0.85"
LOC684444,0.5249561785931184,2,1,1,Down,"-0.01,1.06"
SLC34A1,0.524729751234021,3,2,1,Up,"0.57,-1.70,0.52"
RGD1564865,0.52464756653597,2,1,1,Down,"-0.15,1.20"
CCDC53,0.5244531376517436,3,2,1,Up,"-0.40,5.46,0.52"
CNOT3,0.5239122421016915,2,2,0,Up,"0.13,0.91"
FUT11,0.5233455665355508,3,2,1,Up,"-0.69,0.52,2.14"
ACO1,0.5233127700150201,4,2,2,Down,"-0.18,1.22,4.22,-1.35"
SPAST,0.5228429023623808,4,2,2,Down,"-0.31,1.87,1.36,-3.01"
CAMSAP2,0.5228255195081316,4,3,1,Up,"0.12,0.93,-6.45,1.88"
COX6B2,0.5226839253082463,3,3,0,Up,"0.52,5.80,0.33"
ABCB4,0.522504276301842,4,2,2,Down,"1.36,-2.06,6.44,-0.31"
CPA2,0.5220358929955259,4,3,1,Up,"2.61,0.34,0.70,-0.64"
LOC100911302 /// NUP188,0.5219285049990037,2,2,0,Up,"0.52,0.52"
NOVA1,0.5218892203556333,2,1,1,Down,"-2.21,3.26"
RNF111,0.5218064772896328,4,3,1,Up,"0.84,0.84,0.20,-0.65"
FOSL2,0.5213976058171919,4,2,2,Down,"-0.35,1.39,-1.56,2.57"
CCR9,0.5213377377153812,2,1,1,Down,"1.82,-0.77"
OLFML3,0.5204582980282422,4,3,1,Up,"-0.13,0.64,6.46,0.40"
SLC10A5,0.5198574366980894,2,2,0,Up,"0.81,0.23"
KLF14,0.5198353975755989,2,1,1,Down,"1.57,-0.53"
KLF2,0.5198242280760003,4,3,1,Up,"0.64,0.40,-0.95,2.33"
GPBP1L1,0.5194180095361342,2,1,1,Down,"-0.24,1.27"
SCARF2,0.5193637713410969,4,3,1,Up,"0.28,-0.29,2.29,0.76"
EVC,0.5193593577951152,4,2,2,Down,"-0.25,1.35,1.22,-0.19"
VASH2,0.5189238782541908,4,3,1,Up,"0.37,-0.42,1.52,0.67"
EPS15,0.5188452443823137,4,2,2,Down,"-2.85,5.05,3.89,-4.26"
LGALS2,0.5188132707809902,3,2,1,Up,"4.20,-0.28,0.52"
CDC34,0.5187146302650517,4,3,1,Up,"0.51,0.53,-5.82,4.36"
PZP,0.5182063993041098,4,2,2,Down,"6.34,-0.98,1.04,-0.01"
ERI1,0.5181971531882403,4,4,0,Up,"0.44,0.60,0.21,1.31"
AGPAT4,0.5179513150351588,4,3,1,Up,"0.00,1.03,-0.40,3.65"
B9D1,0.5175910780890137,2,2,0,Up,"0.05,0.98"
SCYL1,0.5173527393242335,4,4,0,Up,"0.04,0.27,2.55,0.76"
MIB1,0.5170522231415375,2,1,1,Down,"-0.15,1.19"
DUSP26 /// LOC501718,0.5164712913594384,2,1,1,Down,"-1.59,2.63"
THNSL2,0.5164288660074521,4,3,1,Up,"0.38,0.65,4.10,-3.03"
WDR75,0.5160921634726483,4,2,2,Down,"1.43,-2.75,-0.40,2.85"
EXOC3L2,0.5160810070892139,3,2,1,Up,"0.52,4.63,-0.32"
FOXJ3,0.5160495791736674,2,2,0,Up,"1.03,0.00"
GUCD1,0.5158545608154658,4,2,2,Down,"-0.07,-0.44,3.53,1.10"
SLC2A4,0.5156093957000356,4,3,1,Up,"0.29,0.74,1.11,-0.27"
CLIC3,0.5153389640807705,4,3,1,Up,"0.73,-1.90,0.30,0.88"
LOC102546738,0.5153274007990356,2,2,0,Up,"0.58,0.45"
ATXN3,0.5152164624913322,3,2,1,Up,"2.24,0.52,-3.07"
MMP10,0.5150739568979886,3,2,1,Up,"1.42,-0.17,0.52"
LSM11,0.5147552225933757,4,3,1,Up,"0.70,0.32,-7.91,1.18"
PIR,0.51464402292254,3,2,1,Up,"0.84,-0.17,0.51"
CCDC8,0.5145911505179641,4,2,2,Down,"-0.25,-0.68,3.04,1.28"
STK38,0.5144749450500333,4,2,2,Down,"1.53,-0.69,1.86,-0.50"
OTOGL,0.5141550075380402,2,1,1,Down,"1.11,-0.08"
CXCL3,0.5134842799368121,3,2,1,Up,"0.51,-0.94,3.34"
LOC100912724 /// LOC691603 /// MCPT10 /// MCPT8 /// MCPT8L2 /// MCPT9 /// RGD1565970,0.5131081679351448,2,2,0,Up,"0.40,0.63"
TOP3A,0.5126922225494611,4,3,1,Up,"0.80,-0.03,1.17,0.23"
PDIA5,0.5123358449702052,4,4,0,Up,"0.11,0.05,2.67,0.92"
RAX,0.511793194187969,3,3,0,Up,"0.81,0.02,0.51"
SLC25A31,0.5116230609374858,3,2,1,Up,"0.51,-1.28,1.78"
FOXF1,0.5115606026262823,4,4,0,Up,"0.36,0.66,0.27,1.29"
BTBD8,0.5114917575254077,2,2,0,Up,"0.02,1.01"
DPT,0.5114681937160712,3,2,1,Up,"0.51,3.27,-0.16"
TMEM206,0.5112350613879706,3,2,1,Up,"0.51,2.91,-0.05"
PCBP3,0.5107224708484656,4,2,2,Down,"-0.24,1.26,-2.14,3.61"
ANGPT1,0.5106466738791412,4,3,1,Up,"-0.36,0.86,1.85,0.16"
UBE2NL,0.5105757393033707,2,2,0,Up,"0.97,0.05"
FAM175B,0.5102915754731632,3,2,1,Up,"0.51,2.12,-0.15"
UPK1A,0.5102426212881904,4,3,1,Up,"0.72,0.87,-0.50,0.30"
LOC100359977,0.50993382482875,2,1,1,Down,"-0.71,1.73"
PPAP2C,0.509694293965909,3,3,0,Up,"0.49,0.51,0.99"
RC3H2,0.5094123475519299,4,3,1,Up,"0.39,1.07,-1.85,0.63"
MAPKAPK5,0.5090798727934647,4,2,2,Down,"2.05,-0.46,-1.08,1.48"
SNAPC1,0.508864284546042,4,4,0,Up,"0.28,0.22,0.74,1.51"
PSPC1,0.5088551096076079,4,3,1,Up,"-0.03,0.31,2.00,0.71"
KCNV2,0.5085365618990759,3,2,1,Up,"1.51,0.51,-0.42"
OBSL1,0.5084990896584984,3,3,0,Up,"0.51,2.14,0.42"
FBXL7,0.5084820003413528,4,2,2,Down,"1.04,-0.02,-0.89,1.04"
WFDC3,0.5084440422020233,4,3,1,Up,"-0.90,0.59,0.43,0.92"
GNB2,0.5082314478876323,4,2,2,Down,"-1.35,2.65,-0.26,1.28"
GOLGA3 /// RGD1565361,0.5078578311990296,2,1,1,Down,"-0.20,1.21"
CUL4A,0.5072811925140549,2,2,0,Up,"0.44,0.58"
ARL13A,0.5072330529832395,2,1,1,Down,"1.29,-0.28"
SUPT16H,0.5071798107428767,3,2,1,Up,"-0.44,1.72,0.51"
LOC100909797 /// LOC360231 /// RT1-T24-3 /// RT1-T24-4,0.5070444766375839,2,1,1,Down,"2.32,-1.31"
RHAG,0.5069424769369619,3,3,0,Up,"2.14,0.51,0.05"
WRAP53,0.5067921820236441,4,3,1,Up,"0.55,0.69,0.47,-0.73"
HSD17B1,0.5065350287567506,3,3,0,Up,"0.16,5.95,0.51"
SHISA3,0.5064687582944488,4,4,0,Up,"0.48,0.53,0.89,0.28"
RBM25,0.5063473526128127,4,3,1,Up,"0.72,0.29,1.10,-1.35"
SRPX,0.506345332859294,4,3,1,Up,"0.48,-0.15,4.38,0.53"
COLGALT1,0.5057789089686613,4,2,2,Down,"-0.28,-0.38,6.71,1.29"
CACTIN,0.5056440958344335,4,3,1,Up,"1.59,-2.73,0.38,0.64"
PKMYT1,0.5055678230808954,4,3,1,Up,"-0.24,0.38,2.97,0.63"
TOPORS,0.5055081726080042,4,3,1,Up,"0.21,0.80,0.81,-0.10"
OXTR,0.5053901054927963,4,3,1,Up,"-1.24,2.85,0.14,0.87"
RGS22,0.504925953727582,4,3,1,Up,"0.99,0.20,-0.58,0.81"
RSPRY1,0.5047839662923697,4,3,1,Up,"0.51,-1.56,0.50,1.43"
PRKCI,0.5042950199427914,4,2,2,Down,"-0.07,1.70,-3.75,1.08"
KLHL5,0.5039912323056863,4,2,2,Down,"-0.14,1.24,1.15,-2.75"
HCCS,0.5039799264550708,4,3,1,Up,"0.09,0.91,-0.60,0.95"
PIK3R3,0.5039184399231537,4,4,0,Up,"0.15,0.71,1.14,0.30"
CCRN4L,0.5037345973168057,3,2,1,Up,"0.50,-3.89,2.30"
BACH1 /// LOC100911490,0.5032187573686185,2,2,0,Up,"0.20,0.81"
LOC683674,0.5022719079752845,2,2,0,Up,"0.05,0.96"
HMGCS2,0.5020678903219524,4,3,1,Up,"0.80,-0.11,2.00,0.20"
TLL1,0.502008791709909,2,2,0,Up,"0.46,0.54"
LOC102551349,0.5014557944430348,2,2,0,Up,"0.79,0.21"
MKS1,0.5013393131055021,4,2,2,Down,"1.36,-1.42,3.28,-0.36"
MAB21L3,0.5009417998808804,2,1,1,Down,"-0.73,1.74"
NUP155,0.5007469932923596,4,3,1,Up,"1.20,-1.79,0.50,0.50"
MOGAT1,0.5006449790272914,3,2,1,Up,"0.56,-2.50,0.50"
SPA17,0.4999950212385142,4,3,0,Up,"0.00,0.09,1.69,0.91"
KDF1,0.49978585188234914,2,1,1,Down,"2.11,-1.11"
CAPNS1,0.4995857893479387,4,2,2,Down,"-1.17,-0.04,1.04,1.32"
FANCM,0.4993937183728517,2,2,0,Up,"0.61,0.38"
PLEKHA4,0.4993566260834629,4,3,1,Up,"0.09,-0.70,2.22,0.91"
LOC100911073 /// RBM12,0.49922860155463794,2,2,0,Up,"0.31,0.68"
UCK1,0.49906861500168404,4,3,1,Up,"0.05,-0.40,1.64,0.94"
CCND3,0.49903890967205583,4,2,1,Up,"0.00,-0.60,1.00,2.05"
LOC102548572,0.4988293256757335,2,1,1,Down,"1.14,-0.14"
RGD1559442,0.49872935351257086,2,1,1,Down,"2.08,-1.08"
PSMC2,0.498565776824734,4,3,1,Up,"0.48,-1.76,0.52,2.82"
ZIC1,0.49789114211908625,4,2,2,Down,"-0.45,-0.90,2.72,1.45"
ARHGAP12,0.49756216902918005,4,3,1,Up,"0.25,0.74,0.77,-2.11"
ADAM12,0.49751570773134524,2,2,0,Up,"0.57,0.42"
RGD1561517,0.49720511762676645,2,1,1,Down,"-0.60,1.60"
DNAH1,0.4970359555022167,4,3,1,Up,"1.55,-1.75,0.49,0.51"
OLR1654,0.4956428227099741,2,2,0,Up,"0.05,0.94"
TSPAN12,0.4954776997271093,4,3,1,Up,"0.57,-0.14,0.42,4.56"
SREK1IP1,0.4951649327486274,4,3,1,Up,"0.31,-0.70,4.44,0.68"
STOX2,0.4949044780013413,4,3,1,Up,"0.41,0.58,-2.30,1.78"
CEP152,0.4947045163799384,4,2,2,Down,"0.99,-0.00,1.61,-3.00"
FTSJ1,0.4946718718898463,4,2,2,Down,"-0.49,-5.67,1.53,1.48"
LOC102550153,0.4939926525641324,2,1,1,Down,"2.42,-1.43"
LOC680875,0.4937785640157688,2,1,1,Down,"2.27,-1.29"
TPBPA,0.49353915614341004,2,2,0,Up,"0.86,0.13"
PRDM4,0.4933754258183269,4,2,2,Down,"1.62,-1.70,-0.63,2.71"
TMEM65,0.49271915805229927,2,2,0,Up,"0.10,0.89"
TG,0.49271886586119046,4,3,1,Up,"1.65,0.92,0.06,-0.28"
CHORDC1,0.49243857694736215,4,3,1,Up,"1.78,0.03,-1.97,0.96"
SLC39A8,0.49233803987674474,4,4,0,Up,"0.71,0.28,5.97,0.00"
ERC1,0.4918487943979492,4,3,1,Up,"0.47,0.52,-3.69,1.23"
PSMG2,0.49153285877810227,4,2,2,Down,"-0.11,-3.12,1.09,1.64"
LOC691849,0.4914408453227277,2,2,0,Up,"0.70,0.28"
RAD21,0.49117417645758615,4,2,2,Down,"-0.68,1.66,2.60,-1.08"
MUC1,0.49098431452120084,4,2,2,Down,"6.48,-0.42,-0.20,1.19"
CEPT1,0.49090188627312714,4,3,1,Up,"0.00,0.98,3.28,-0.12"
TPPP3,0.490831994227186,4,3,1,Up,"-2.95,0.92,0.06,1.79"
VRK2,0.49075439394367026,2,2,0,Up,"0.14,0.85"
MNS1,0.4906938741505316,4,3,1,Up,"1.59,0.12,-0.12,0.86"
AMPH,0.4900667139997247,2,1,1,Down,"-1.08,2.06"
COLEC11,0.48985351265019333,4,2,2,Down,"-0.01,0.99,1.12,-1.46"
COL27A1,0.48951068309921375,2,2,0,Up,"0.17,0.81"
ADAMTS16,0.4894652516218777,3,2,1,Up,"-0.05,2.83,0.49"
ORC3,0.48934875466043093,4,4,0,Up,"0.10,0.08,3.78,0.88"
SPATS2L,0.4891413210138043,4,3,1,Up,"0.81,0.16,-0.71,2.68"
LOC681410,0.48902096751346347,2,1,1,Down,"-0.45,1.43"
LOC360231,0.4888558951803964,2,2,0,Up,"0.73,0.25"
LOC102556683,0.4888553585291134,2,2,0,Up,"0.07,0.91"
FAM216B,0.48871092975230557,3,2,1,Up,"0.49,-0.35,0.58"
PDZD9,0.4877790525262211,2,2,0,Up,"0.66,0.31"
SEMA6D,0.4875487244225706,4,3,1,Up,"0.75,1.25,0.23,-3.28"
PAN3,0.48747451194442903,4,3,1,Up,"0.95,2.43,-0.03,0.02"
YOD1,0.486765542403113,2,2,0,Up,"0.25,0.73"
TRAK2,0.48652223989221494,4,2,2,Down,"-0.04,1.02,-4.14,1.16"
VEZT,0.4863857477652499,4,3,1,Up,"-0.20,0.34,0.85,0.63"
FAIM3,0.4858341061394147,2,2,0,Up,"0.80,0.17"
IKZF5,0.4856057768975441,3,2,1,Up,"0.49,-2.56,1.21"
SLC26A6,0.48558400845131744,4,2,2,Down,"-0.23,1.20,2.43,-0.68"
TSPAN5,0.4850458003837287,4,3,1,Up,"0.13,0.84,-4.13,3.81"
NOSTRIN,0.4848945139517853,4,4,0,Up,"0.24,0.11,0.84,0.73"
LTV1,0.48457467400566523,4,3,1,Up,"0.71,-3.92,0.26,2.04"
AQP5,0.48449105491884914,4,3,1,Up,"4.37,0.57,-0.86,0.40"
CCDC104,0.4843174466444633,2,1,1,Down,"-2.08,3.05"
TUBB2B,0.4841398487559251,4,3,1,Up,"-2.29,0.56,0.41,3.56"
RGD1307537,0.48373153803423086,2,2,0,Up,"0.10,0.86"
ENTPD8,0.4836036478223756,4,2,2,Down,"11.30,1.11,-1.39,-0.14"
ABL2,0.4832961507090361,4,3,1,Up,"1.10,0.08,-3.38,0.89"
WDR74,0.4831927250099769,4,2,2,Down,"1.00,-6.04,-0.03,3.55"
XXYLT1,0.48313499718310776,4,2,2,Down,"-2.29,-0.39,1.50,1.35"
ARFGAP2,0.483134404955613,4,3,1,Up,"0.53,-0.10,0.43,2.23"
ALX3,0.4826452482654472,3,3,0,Up,"0.12,3.93,0.48"
OMA1,0.4823685801895482,4,4,0,Up,"0.22,0.24,9.17,0.72"
RABEP2,0.48141747436025806,4,2,2,Down,"-0.16,-1.25,3.92,1.12"
LOC688251 /// LOC689168 /// LOC689220,0.48110194864217004,2,2,0,Up,"0.10,0.86"
KLK8,0.4810446195075743,4,3,1,Up,"0.74,1.23,-0.57,0.22"
SENP5,0.4807296235108342,2,2,0,Up,"0.42,0.54"
TRPC4AP,0.48043623621560483,4,2,2,Down,"-0.94,4.27,1.07,-0.11"
DPP8,0.48031957868307606,4,2,2,Down,"-3.21,4.33,4.17,-3.75"
NTAN1,0.4802054475066519,4,3,1,Up,"-1.11,0.86,0.10,1.04"
RGD1309748,0.4797786312572573,2,1,1,Down,"-1.19,2.15"
CDK6,0.479520719219511,2,1,1,Down,"8.35,-7.39"
ASPN,0.4794172901805389,4,3,1,Up,"0.70,0.26,1.24,-0.26"
LOC303566,0.47862595427372057,2,2,0,Up,"0.58,0.38"
ZFP710,0.4785307321376234,3,2,1,Up,"0.48,7.24,-1.31"
MRPL47,0.4783902301812434,4,3,1,Up,"0.87,0.09,-1.80,3.59"
ZCCHC10,0.47821922237342573,4,4,0,Up,"0.10,0.44,0.52,0.78"
R3HCC1,0.47810070506519253,3,2,1,Up,"-0.37,1.00,0.48"
UBA6,0.47804660402363663,4,2,2,Down,"-0.19,1.15,4.99,-4.01"
PPP1R10,0.4780021822038165,4,3,1,Up,"0.06,4.01,-0.08,0.90"
MYOG,0.47761120502662685,3,3,0,Up,"0.20,0.89,0.48"
GRIFIN,0.4774226165861551,2,1,1,Down,"-0.20,1.16"
LOC100910446 /// STX7,0.47730320973004103,2,1,1,Down,"2.90,-1.95"
COX7B2,0.4770539521071779,3,2,1,Up,"1.76,-2.95,0.48"
ZFP41,0.47698327025831033,2,2,0,Up,"0.27,0.68"
SLC25A40,0.4766214477933028,2,1,1,Down,"-0.41,1.37"
MIS18A,0.476589634161493,4,3,1,Up,"-0.37,0.02,0.94,2.96"
BLMH /// LOC100911400,0.476465785984414,2,2,0,Up,"0.91,0.05"
SRP19,0.4757381177678369,4,3,1,Up,"0.92,0.03,-1.14,2.37"
GPR137B,0.47552102969315013,4,2,2,Down,"1.30,-0.35,6.33,-0.77"
GSTA1,0.4754999882568066,3,2,1,Up,"0.48,0.65,-0.51"
LOC102550503,0.47539573963245574,2,1,1,Down,"-0.49,1.44"
LOC102548331,0.4753204758110617,2,2,0,Up,"0.23,0.72"
ATP13A4,0.4752485648212923,2,1,1,Down,"1.14,-0.19"
MAF,0.475018466191504,4,3,1,Up,"0.20,-3.89,8.87,0.75"
APOOL,0.4746037942667517,4,3,1,Up,"-0.01,0.12,4.07,0.83"
KLHL28,0.47456556772150565,2,1,1,Down,"-0.25,1.20"
TNFRSF9,0.4742294105247964,4,3,1,Up,"0.26,2.48,-2.59,0.69"
ZFP703,0.4739704377880142,3,2,1,Up,"-0.56,0.47,1.87"
CELF1,0.473916653191255,4,3,1,Up,"0.25,0.70,-4.64,3.91"
NFAT5,0.4733355366851925,4,2,2,Down,"1.78,1.70,-0.75,-1.86"
OBSCN,0.4730873724239378,4,3,1,Up,"0.01,-0.94,1.78,0.94"
CRCP,0.4729085936964845,4,4,0,Up,"0.58,0.37,1.05,0.30"
HSD17B8,0.4727855202249632,3,2,1,Up,"-10.23,0.47,3.33"
SLC44A4,0.47256167362254053,4,3,1,Up,"-0.50,0.50,0.45,2.47"
RBMS3,0.47240537143377814,4,3,1,Up,"0.58,0.37,3.24,-2.22"
SPCS3,0.47236085495309355,2,1,1,Down,"-0.01,0.95"
HS2ST1,0.47233751912478494,4,3,1,Up,"0.26,0.69,-2.26,5.95"
NR3C1,0.4716802417728029,4,2,2,Down,"1.18,1.20,-0.23,-3.79"
OTOP3,0.471460026987496,2,2,0,Up,"0.70,0.24"
KMO,0.4712170377788223,4,3,1,Up,"0.07,-0.77,4.60,0.87"
FAM118A,0.47112410440126273,4,3,1,Up,"1.03,0.14,-1.76,0.80"
HAUS6,0.47109827488874223,2,1,1,Down,"2.01,-1.07"
LARS2,0.47095069879691576,2,1,1,Down,"2.81,-1.87"
BAZ2A,0.4707059894527179,4,2,2,Down,"4.43,1.27,-0.33,-0.49"
